geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,NA,Delaware,All,2011-12,201218,NA,NA,6,134,4.4776119403,90.773183836
State,NA,District of Columbia,All,2011-12,201218,NA,NA,4,102,3.9215686275,111.64604739
State,NA,Florida,All,2011-12,201218,NA,NA,165,3352,4.9224343675,101.1948523
State,NA,Georgia,All,2011-12,201218,NA,NA,82,1389,5.9035277178,102.34802886
State,NA,Hawaii,All,2011-12,201218,NA,NA,18,206,8.7378640777,109.33604474
State,NA,Idaho,All,2011-12,201218,NA,NA,15,212,7.0754716981,96.341824387
State,NA,Illinois,All,2011-12,201218,NA,NA,134,1924,6.9646569647,99.022716517
State,NA,Indiana,All,2011-12,201218,NA,NA,92,1109,8.2957619477,100.98737348
State,NA,Iowa,All,2011-12,201218,NA,NA,56,515,10.873786408,95.864179041
State,NA,Kansas,All,2011-12,201218,NA,NA,35,462,7.5757575758,97.57640985
State,NA,Kentucky,All,2011-12,201218,NA,NA,55,803,6.8493150685,99.463725541
State,NA,Louisiana,All,2011-12,201218,NA,NA,45,810,5.5555555556,103.07654803
State,NA,Maine,All,2011-12,201218,NA,NA,15,220,6.8181818182,90.203594319
State,NA,Maryland,All,2011-12,201218,NA,NA,71,834,8.5131894484,99.39724376
State,NA,Massachusetts,All,2011-12,201218,NA,NA,82,936,8.7606837607,92.216052575
State,NA,Michigan,All,2011-12,201218,NA,NA,120,1777,6.7529544176,104.99820021
State,NA,Minnesota,All,2011-12,201218,NA,NA,61,736,8.2880434783,98.567382291
State,NA,Mississippi,All,2011-12,201218,NA,NA,39,581,6.7125645439,104.70998481
State,NA,Missouri,All,2011-12,201218,NA,NA,69,993,6.9486404834,93.336814621
State,NA,Montana,All,2011-12,201218,NA,NA,11,172,6.3953488372,100.87409838
State,NA,Nebraska,All,2011-12,201218,NA,NA,28,294,9.5238095238,100.3085048
State,NA,Nevada,All,2011-12,201218,NA,NA,24,396,6.0606060606,104.2231365
State,NA,New Hampshire,All,2011-12,201218,NA,NA,8,188,4.2553191489,94.305317984
State,NA,New Jersey,All,2011-12,201218,NA,NA,95,1339,7.0948469007,100.31459629
State,NA,New Mexico,All,2011-12,201218,NA,NA,24,359,6.6852367688,116.19851929
State,NA,New York,All,2011-12,201218,NA,NA,143,1881,7.6023391813,103.13778217
State,NA,New York City,All,2011-12,201218,NA,NA,87,963,9.0342679128,95.690659479
State,NA,North Carolina,All,2011-12,201218,NA,NA,138,1519,9.0849242923,100.52639186
State,NA,North Dakota,All,2011-12,201218,NA,NA,11,113,9.7345132743,99.363250455
State,NA,Ohio,All,2011-12,201218,NA,NA,167,2139,7.8073866293,101.73296961
State,NA,Oklahoma,All,2011-12,201218,NA,NA,51,648,7.8703703704,92.446951559
State,NA,Oregon,All,2011-12,201218,NA,NA,51,679,7.5110456554,110.22932955
State,NA,Pennsylvania,All,2011-12,201218,NA,NA,169,2445,6.9120654397,101.10525073
State,NA,Rhode Island,All,2011-12,201218,NA,NA,22,191,11.518324607,104.75540052
State,NA,South Carolina,All,2011-12,201218,NA,NA,49,765,6.4052287582,96.46164772
State,NA,South Dakota,All,2011-12,201218,NA,NA,8,126,6.3492063492,92.086693548
State,NA,Tennessee,All,2011-12,201218,NA,NA,103,1147,8.9799476896,100.19344755
State,NA,Texas,All,2011-12,201218,NA,NA,253,3260,7.7607361963,101.74878862
State,NA,Utah,All,2011-12,201218,NA,NA,17,257,6.6147859922,90.919811321
State,NA,Vermont,All,2011-12,201218,NA,NA,9,94,9.5744680851,93.798745986
State,NA,Virginia,All,2011-12,201218,NA,NA,81,1172,6.9112627986,102.39645436
State,NA,Washington,All,2011-12,201218,NA,NA,78,944,8.2627118644,100.75818918
State,NA,West Virginia,All,2011-12,201218,NA,NA,37,432,8.5648148148,104.54714042
State,NA,Wisconsin,All,2011-12,201218,NA,NA,52,876,5.9360730594,96.755846332
State,NA,Wyoming,All,2011-12,201218,NA,NA,6,91,6.5934065934,109.00954654
State,NA,Alabama,All,2011-12,201219,NA,NA,60,905,6.6298342541,98.065713432
State,NA,Alaska,All,2011-12,201219,NA,NA,9,77,11.688311688,108.1763376
State,NA,Arizona,All,2011-12,201219,NA,NA,57,897,6.3545150502,99.207163076
State,NA,Arkansas,All,2011-12,201219,NA,NA,36,528,6.8181818182,94.092585006
State,NA,California,All,2011-12,201219,NA,NA,386,4476,8.6237712243,98.797752467
State,NA,Colorado,All,2011-12,201219,NA,NA,42,617,6.8071312804,101.03521617
State,NA,Connecticut,All,2011-12,201219,NA,NA,36,569,6.3268892794,102.62099561
State,NA,Delaware,All,2011-12,201219,NA,NA,9,160,5.625,108.38589115
State,NA,District of Columbia,All,2011-12,201219,NA,NA,4,84,4.7619047619,91.943803732
State,NA,Florida,All,2011-12,201219,NA,NA,183,3378,5.4174067496,101.97977658
State,NA,Georgia,All,2011-12,201219,NA,NA,69,1310,5.2671755725,96.526938669
State,NA,Hawaii,All,2011-12,201219,NA,NA,18,184,9.7826086957,97.659379766
State,NA,Idaho,All,2011-12,201219,NA,NA,15,241,6.22406639,109.52065885
State,NA,Illinois,All,2011-12,201219,NA,NA,141,1858,7.5888051668,95.625887364
State,NA,Indiana,All,2011-12,201219,NA,NA,96,1192,8.0536912752,108.5454907
State,NA,Iowa,All,2011-12,201219,NA,NA,43,537,8.0074487896,99.959347854
State,NA,Kansas,All,2011-12,201219,NA,NA,28,457,6.1269146608,96.520388098
State,NA,Kentucky,All,2011-12,201219,NA,NA,58,791,7.3324905183,97.977343591
State,NA,Louisiana,All,2011-12,201219,NA,NA,50,770,6.4935064935,97.986348123
State,NA,Maine,All,2011-12,201219,NA,NA,22,259,8.4942084942,106.19423149
State,NA,Maryland,All,2011-12,201219,NA,NA,55,816,6.7401960784,97.251979506
State,NA,Massachusetts,All,2011-12,201219,NA,NA,78,971,8.0329557158,95.664302404
State,NA,Michigan,All,2011-12,201219,NA,NA,125,1667,7.4985002999,98.498592997
State,NA,Minnesota,All,2011-12,201219,NA,NA,52,703,7.3968705548,94.147920857
State,NA,Mississippi,All,2011-12,201219,NA,NA,33,520,6.3461538462,93.716337522
State,NA,Missouri,All,2011-12,201219,NA,NA,55,981,5.6065239551,92.208877285
State,NA,Montana,All,2011-12,201219,NA,NA,11,173,6.3583815029,101.46057569
State,NA,Nebraska,All,2011-12,201219,NA,NA,20,237,8.4388185654,80.860937541
State,NA,Nevada,All,2011-12,201219,NA,NA,25,388,6.4432989691,102.11761859
State,NA,New Hampshire,All,2011-12,201219,NA,NA,21,216,9.7222222222,108.35079087
State,NA,New Jersey,All,2011-12,201219,NA,NA,81,1273,6.362922231,95.370038148
State,NA,New Mexico,All,2011-12,201219,NA,NA,16,291,5.4982817869,94.188771904
State,NA,New York,All,2011-12,201219,NA,NA,155,1797,8.6254869226,98.531948194
State,NA,New York City,All,2011-12,201219,NA,NA,93,949,9.7997892518,94.299518012
State,NA,North Carolina,All,2011-12,201219,NA,NA,112,1462,7.6607387141,96.754170438
State,NA,North Dakota,All,2011-12,201219,NA,NA,7,114,6.1403508772,100.24257126
State,NA,Ohio,All,2011-12,201219,NA,NA,149,2092,7.1223709369,99.497602816
State,NA,Oklahoma,All,2011-12,201219,NA,NA,51,653,7.8101071975,93.160276803
State,NA,Oregon,All,2011-12,201219,NA,NA,29,601,4.8252911814,97.566755612
State,NA,Pennsylvania,All,2011-12,201219,NA,NA,142,2326,6.1049011178,96.184381679
State,NA,Rhode Island,All,2011-12,201219,NA,NA,12,164,7.3170731707,89.947045474
State,NA,South Carolina,All,2011-12,201219,NA,NA,48,777,6.1776061776,97.974771606
State,NA,South Dakota,All,2011-12,201219,NA,NA,12,132,9.0909090909,96.471774194
State,NA,Tennessee,All,2011-12,201219,NA,NA,98,1125,8.7111111111,98.271690056
State,NA,Texas,All,2011-12,201219,NA,NA,243,3226,7.5325480471,100.68760493
State,NA,Utah,All,2011-12,201219,NA,NA,19,279,6.8100358423,98.702830189
State,NA,Vermont,All,2011-12,201219,NA,NA,12,107,11.214953271,106.77091298
State,NA,Virginia,All,2011-12,201219,NA,NA,70,1092,6.4102564103,95.40693529
State,NA,Washington,All,2011-12,201219,NA,NA,75,994,7.5452716298,106.09495767
State,NA,West Virginia,All,2011-12,201219,NA,NA,33,404,8.1683168317,97.770936874
State,NA,Wisconsin,All,2011-12,201219,NA,NA,51,890,5.7303370787,98.302172643
State,NA,Wyoming,All,2011-12,201219,NA,NA,3,72,4.1666666667,86.249311548
State,NA,Alabama,All,2011-12,201220,NA,NA,58,885,6.5536723164,95.898515345
State,NA,Alaska,All,2011-12,201220,NA,NA,1,57,1.7543859649,80.078587577
State,NA,Arizona,All,2011-12,201220,NA,NA,61,930,6.5591397849,102.85692493
State,NA,Arkansas,All,2011-12,201220,NA,NA,31,529,5.8601134216,94.27079066
State,NA,California,All,2011-12,201220,NA,NA,434,4515,9.6124031008,99.658590793
State,NA,Colorado,All,2011-12,201220,NA,NA,37,626,5.910543131,102.50898756
State,NA,Connecticut,All,2011-12,201220,NA,NA,32,520,6.1538461538,93.783686669
State,NA,Delaware,All,2011-12,201220,NA,NA,10,159,6.2893081761,107.70847933
State,NA,District of Columbia,All,2011-12,201220,NA,NA,5,83,6.0240963855,90.84923464
State,NA,Florida,All,2011-12,201220,NA,NA,171,3280,5.2134146341,99.021215858
State,NA,Georgia,All,2011-12,201220,NA,NA,69,1288,5.3571428571,94.905875577
State,NA,Hawaii,All,2011-12,201220,NA,NA,20,233,8.5836909871,123.6664972
State,NA,Idaho,All,2011-12,201220,NA,NA,13,222,5.8558558559,100.88625007
State,NA,Illinois,All,2011-12,201220,NA,NA,128,1906,6.7156348374,98.096308566
State,NA,Indiana,All,2011-12,201220,NA,NA,84,1142,7.3555166375,103.99240804
State,NA,Iowa,All,2011-12,201220,NA,NA,33,511,6.457925636,95.119602893
State,NA,Kansas,All,2011-12,201220,NA,NA,32,454,7.0484581498,95.886775047
State,NA,Kentucky,All,2011-12,201220,NA,NA,74,798,9.2731829574,98.844399729
State,NA,Louisiana,All,2011-12,201220,NA,NA,32,783,4.0868454662,99.640663091
State,NA,Maine,All,2011-12,201220,NA,NA,16,242,6.6115702479,99.223953751
State,NA,Maryland,All,2011-12,201220,NA,NA,73,866,8.4295612009,103.21104688
State,NA,Massachusetts,All,2011-12,201220,NA,NA,99,970,10.206185567,95.56578098
State,NA,Michigan,All,2011-12,201220,NA,NA,104,1632,6.3725490196,96.430536155
State,NA,Minnesota,All,2011-12,201220,NA,NA,43,736,5.8423913043,98.567382291
State,NA,Mississippi,All,2011-12,201220,NA,NA,29,546,5.3113553114,98.402154399
State,NA,Missouri,All,2011-12,201220,NA,NA,86,1041,8.2612872238,97.848563969
State,NA,Montana,All,2011-12,201220,NA,NA,11,138,7.9710144928,80.933869627000007
State,NA,Nebraska,All,2011-12,201220,NA,NA,23,276,8.3333333333,94.167167769
State,NA,Nevada,All,2011-12,201220,NA,NA,28,411,6.8126520681,108.17098258
State,NA,New Hampshire,All,2011-12,201220,NA,NA,10,183,5.4644808743,91.797197824
State,NA,New Jersey,All,2011-12,201220,NA,NA,85,1307,6.5034429992,97.917234767
State,NA,New Mexico,All,2011-12,201220,NA,NA,24,301,7.9734219269,97.425499461
State,NA,New York,All,2011-12,201220,NA,NA,135,1757,7.6835515083,96.338693921
State,NA,New York City,All,2011-12,201220,NA,NA,80,964,8.2987551867,95.790026726
State,NA,North Carolina,All,2011-12,201220,NA,NA,128,1526,8.3879423329,100.98964712
State,NA,North Dakota,All,2011-12,201220,NA,NA,9,119,7.5630252101,104.63917526
State,NA,Ohio,All,2011-12,201220,NA,NA,129,2045,6.3080684597,97.262236023
State,NA,Oklahoma,All,2011-12,201220,NA,NA,49,676,7.2485207101,96.441572923
State,NA,Oregon,All,2011-12,201220,NA,NA,28,608,4.6052631579,98.703140453
State,NA,Pennsylvania,All,2011-12,201220,NA,NA,141,2360,5.9745762712,97.590344266
State,NA,Rhode Island,All,2011-12,201220,NA,NA,17,189,8.9947089947,103.65848533
State,NA,South Carolina,All,2011-12,201220,NA,NA,58,849,6.8315665489,107.05351492
State,NA,South Dakota,All,2011-12,201220,NA,NA,14,134,10.447761194,97.933467742
State,NA,Tennessee,All,2011-12,201220,NA,NA,89,1121,7.9393398751,97.922279602
State,NA,Texas,All,2011-12,201220,NA,NA,239,3269,7.3111043132,102.02969018
State,NA,Utah,All,2011-12,201220,NA,NA,16,324,4.9382716049,114.62264151
State,NA,Vermont,All,2011-12,201220,NA,NA,8,104,7.6923076923,103.77733598
State,NA,Virginia,All,2011-12,201220,NA,NA,69,1079,6.3948100093,94.271138441
State,NA,Washington,All,2011-12,201220,NA,NA,88,954,9.2243186583,101.82554288
State,NA,West Virginia,All,2011-12,201220,NA,NA,36,393,9.1603053435,95.10885691
State,NA,Wisconsin,All,2011-12,201220,NA,NA,61,927,6.5803667745,102.38889218
State,NA,Wyoming,All,2011-12,201220,NA,NA,1,86,1.1627906977,103.02001102
State,NA,Alabama,All,2011-12,201221,NA,NA,65,881,7.3779795687,95.465075727
State,NA,Alaska,All,2011-12,201221,NA,NA,2,64,3.125,89.912800086
State,NA,Arizona,All,2011-12,201221,NA,NA,58,942,6.1571125265,104.18411106
State,NA,Arkansas,All,2011-12,201221,NA,NA,44,586,7.5085324232,104.4285129
State,NA,California,All,2011-12,201221,NA,NA,350,4351,8.0441277867,96.038655269
State,NA,Colorado,All,2011-12,201221,NA,NA,36,590,6.1016949153,96.613902012
State,NA,Connecticut,All,2011-12,201221,NA,NA,43,552,7.7898550725,99.554990464
State,NA,Delaware,All,2011-12,201221,NA,NA,10,158,6.3291139241,107.03106751
State,NA,District of Columbia,All,2011-12,201221,NA,NA,4,85,4.7058823529,93.038372824
State,NA,Florida,All,2011-12,201221,NA,NA,158,3311,4.7719722138,99.957087105
State,NA,Georgia,All,2011-12,201221,NA,NA,80,1281,6.2451209992,94.390082775
State,NA,Hawaii,All,2011-12,201221,NA,NA,13,190,6.8421052632,100.84392476
State,NA,Idaho,All,2011-12,201221,NA,NA,16,225,7.1111111111,102.24957777
State,NA,Illinois,All,2011-12,201221,NA,NA,129,1927,6.6943435392,99.177117842
State,NA,Indiana,All,2011-12,201221,NA,NA,94,1122,8.3778966132,102.17117497
State,NA,Iowa,All,2011-12,201221,NA,NA,47,528,8.9015151515,98.284051521
State,NA,Kansas,All,2011-12,201221,NA,NA,24,474,5.0632911392,100.11086205
State,NA,Kentucky,All,2011-12,201221,NA,NA,72,856,8.4112149533,106.02857916
State,NA,Louisiana,All,2011-12,201221,NA,NA,42,749,5.6074766355,95.313993174
State,NA,Maine,All,2011-12,201221,NA,NA,14,238,5.8823529412,97.5838884
State,NA,Maryland,All,2011-12,201221,NA,NA,67,795,8.427672956,94.74917121
State,NA,Massachusetts,All,2011-12,201221,NA,NA,80,964,8.2987551867,94.974652438
State,NA,Michigan,All,2011-12,201221,NA,NA,122,1666,7.3229291717,98.439505659
State,NA,Minnesota,All,2011-12,201221,NA,NA,53,706,7.507082153,94.549690078
State,NA,Mississippi,All,2011-12,201221,NA,NA,35,566,6.183745583,102.00662892
State,NA,Missouri,All,2011-12,201221,NA,NA,81,1005,8.0597014925,94.464751958
State,NA,Montana,All,2011-12,201221,NA,NA,10,178,5.6179775281,104.39296227
State,NA,Nebraska,All,2011-12,201221,NA,NA,22,291,7.560137457,99.284948626
State,NA,Nevada,All,2011-12,201221,NA,NA,24,402,5.9701492537,105.80227493
State,NA,New Hampshire,All,2011-12,201221,NA,NA,16,208,7.6923076923,104.33779862
State,NA,New Jersey,All,2011-12,201221,NA,NA,78,1225,6.3673469388,91.773995861
State,NA,New Mexico,All,2011-12,201221,NA,NA,22,310,7.0967741935,100.33855426
State,NA,New York,All,2011-12,201221,NA,NA,129,1774,7.2717023675,97.270826987
State,NA,New York City,All,2011-12,201221,NA,NA,104,963,10.799584631,95.690659479
State,NA,North Carolina,All,2011-12,201221,NA,NA,131,1549,8.4570690768,102.51177155
State,NA,North Dakota,All,2011-12,201221,NA,NA,3,103,2.9126213592,90.57004245
State,NA,Ohio,All,2011-12,201221,NA,NA,136,2007,6.7762830095,95.45491819
State,NA,Oklahoma,All,2011-12,201221,NA,NA,67,696,9.6264367816,99.294873897
State,NA,Oregon,All,2011-12,201221,NA,NA,38,597,6.365159129,96.917392846
State,NA,Pennsylvania,All,2011-12,201221,NA,NA,124,2360,5.2542372881,97.590344266
State,NA,Rhode Island,All,2011-12,201221,NA,NA,14,180,7.7777777778,98.722366983
State,NA,South Carolina,All,2011-12,201221,NA,NA,54,799,6.7584480601,100.74883206
State,NA,South Dakota,All,2011-12,201221,NA,NA,10,126,7.9365079365,92.086693548
State,NA,Tennessee,All,2011-12,201221,NA,NA,88,1196,7.3578595318,104.47372561
State,NA,Texas,All,2011-12,201221,NA,NA,237,3253,7.2855825392,101.53030963
State,NA,Utah,All,2011-12,201221,NA,NA,20,269,7.4349442379,95.16509434
State,NA,Vermont,All,2011-12,201221,NA,NA,11,108,10.185185185,107.76877198
State,NA,Virginia,All,2011-12,201221,NA,NA,61,1146,5.3228621291,100.12486066
State,NA,Washington,All,2011-12,201221,NA,NA,77,903,8.5271317829,96.382039014
State,NA,West Virginia,All,2011-12,201221,NA,NA,33,395,8.3544303797,95.592871449
State,NA,Wisconsin,All,2011-12,201221,NA,NA,52,867,5.9976931949,95.761779418
State,NA,Wyoming,All,2011-12,201221,NA,NA,9,92,9.7826086957,110.20745364
State,NA,Alabama,All,2011-12,201222,NA,NA,66,891,7.4074074074,96.548674771
State,NA,Alaska,All,2011-12,201222,NA,NA,2,69,2.8985507246,96.937237593
State,NA,Arizona,All,2011-12,201222,NA,NA,53,903,5.869324474,99.87075614
State,NA,Arkansas,All,2011-12,201222,NA,NA,36,579,6.2176165803,103.18107333
State,NA,California,All,2011-12,201222,NA,NA,374,4549,8.221587162,100.40906523
State,NA,Colorado,All,2011-12,201222,NA,NA,38,609,6.2397372742,99.725197162
State,NA,Connecticut,All,2011-12,201222,NA,NA,33,524,6.2977099237,94.505099643
State,NA,Delaware,All,2011-12,201222,NA,NA,6,129,4.6511627907,87.386124737
State,NA,District of Columbia,All,2011-12,201222,NA,NA,7,83,8.4337349398,90.84923464
State,NA,Florida,All,2011-12,201222,NA,NA,173,3276,5.2808302808,98.900458277
State,NA,Georgia,All,2011-12,201222,NA,NA,86,1395,6.164874552,102.79013698
State,NA,Hawaii,All,2011-12,201222,NA,NA,24,207,11.594202899,109.86680224
State,NA,Idaho,All,2011-12,201222,NA,NA,16,220,7.2727272727,99.97736493
State,NA,Illinois,All,2011-12,201222,NA,NA,125,1884,6.6348195329,96.964032182
State,NA,Indiana,All,2011-12,201222,NA,NA,57,1042,5.4702495202,94.886242712
State,NA,Iowa,All,2011-12,201222,NA,NA,32,450,7.1111111111,83.764816637
State,NA,Kansas,All,2011-12,201222,NA,NA,26,480,5.4166666667,101.37808816
State,NA,Kentucky,All,2011-12,201222,NA,NA,61,822,7.4209245742,101.81716363
State,NA,Louisiana,All,2011-12,201222,NA,NA,45,757,5.9445178336,96.332033155
State,NA,Maine,All,2011-12,201222,NA,NA,24,212,11.320754717,86.923463617
State,NA,Maryland,All,2011-12,201222,NA,NA,62,803,7.7210460772,95.70262199
State,NA,Massachusetts,All,2011-12,201222,NA,NA,79,905,8.729281768,89.161888441
State,NA,Michigan,All,2011-12,201222,NA,NA,101,1584,6.3762626263,93.594343915
State,NA,Minnesota,All,2011-12,201222,NA,NA,35,743,4.7106325707,99.504843808
State,NA,Mississippi,All,2011-12,201222,NA,NA,26,540,4.8148148148,97.320812043
State,NA,Missouri,All,2011-12,201222,NA,NA,64,1012,6.3241106719,95.122715405
State,NA,Montana,All,2011-12,201222,NA,NA,15,167,8.9820359281,97.941711795
State,NA,Nebraska,All,2011-12,201222,NA,NA,22,294,7.4829931973,100.3085048
State,NA,Nevada,All,2011-12,201222,NA,NA,23,407,5.6511056511,107.11822362
State,NA,New Hampshire,All,2011-12,201222,NA,NA,14,205,6.8292682927,102.83292652
State,NA,New Jersey,All,2011-12,201222,NA,NA,70,1270,5.5118110236,95.145285505
State,NA,New Mexico,All,2011-12,201222,NA,NA,27,295,9.1525423729,95.483462926
State,NA,New York,All,2011-12,201222,NA,NA,133,1732,7.6789838337,94.967910001
State,NA,New York City,All,2011-12,201222,NA,NA,77,896,8.59375,89.033053887
State,NA,North Carolina,All,2011-12,201222,NA,NA,113,1433,7.8855547802,94.834970067
State,NA,North Dakota,All,2011-12,201222,NA,NA,9,103,8.7378640777,90.57004245
State,NA,Ohio,All,2011-12,201222,NA,NA,122,1923,6.3442537702,91.459794558
State,NA,Oklahoma,All,2011-12,201222,NA,NA,43,643,6.6874027994,91.733626316
State,NA,Oregon,All,2011-12,201222,NA,NA,37,642,5.7632398754,104.22272396
State,NA,Pennsylvania,All,2011-12,201222,NA,NA,150,2192,6.8430656934,90.643235013
State,NA,Rhode Island,All,2011-12,201222,NA,NA,7,152,4.6052631579,83.365554341
State,NA,South Carolina,All,2011-12,201222,NA,NA,63,806,7.8163771712,101.63148766
State,NA,South Dakota,All,2011-12,201222,NA,NA,6,125,4.8,91.355846774
State,NA,Tennessee,All,2011-12,201222,NA,NA,94,1113,8.4456424079,97.223458695
State,NA,Texas,All,2011-12,201222,NA,NA,233,3240,7.1913580247,101.12456292
State,NA,Utah,All,2011-12,201222,NA,NA,10,287,3.4843205575,101.53301887
State,NA,Vermont,All,2011-12,201222,NA,NA,9,108,8.3333333333,107.76877198
State,NA,Virginia,All,2011-12,201222,NA,NA,74,1106,6.6907775769,96.630101127
State,NA,Washington,All,2011-12,201222,NA,NA,70,929,7.5349838536,99.157158631
State,NA,West Virginia,All,2011-12,201222,NA,NA,26,399,6.5162907268,96.560900527
State,NA,Wisconsin,All,2011-12,201222,NA,NA,49,879,5.574516496,97.08720197
State,NA,Wyoming,All,2011-12,201222,NA,NA,5,85,5.8823529412,101.82210391
State,NA,Alabama,All,2011-12,201223,NA,NA,68,935,7.2727272727,101.31651056
State,NA,Alaska,All,2011-12,201223,NA,NA,1,70,1.4285714286,98.342125094
State,NA,Arizona,All,2011-12,201223,NA,NA,61,929,6.5662002153,102.74632608
State,NA,Arkansas,All,2011-12,201223,NA,NA,39,521,7.4856046065,92.845145432
State,NA,California,All,2011-12,201223,NA,NA,350,4416,7.9257246377,97.473385812
State,NA,Colorado,All,2011-12,201223,NA,NA,37,594,6.228956229,97.268911517
State,NA,Connecticut,All,2011-12,201223,NA,NA,30,533,5.6285178236,96.128278836
State,NA,Delaware,All,2011-12,201223,NA,NA,7,118,5.9322033898,79.934594721
State,NA,District of Columbia,All,2011-12,201223,NA,NA,5,96,5.2083333333,105.07863284
State,NA,Florida,All,2011-12,201223,NA,NA,171,3368,5.0771971496,101.67788262
State,NA,Georgia,All,2011-12,201223,NA,NA,70,1331,5.2592036063,98.074317076
State,NA,Hawaii,All,2011-12,201223,NA,NA,17,186,9.1397849462,98.720894764
State,NA,Idaho,All,2011-12,201223,NA,NA,10,208,4.8076923077,94.524054115
State,NA,Illinois,All,2011-12,201223,NA,NA,126,1771,7.1146245059,91.148248935
State,NA,Indiana,All,2011-12,201223,NA,NA,75,1085,6.9124423963,98.801893803
State,NA,Iowa,All,2011-12,201223,NA,NA,34,497,6.8410462777,92.513586375
State,NA,Kansas,All,2011-12,201223,NA,NA,16,439,3.6446469248,92.718709792
State,NA,Kentucky,All,2011-12,201223,NA,NA,50,804,6.2189054726,99.587590704
State,NA,Louisiana,All,2011-12,201223,NA,NA,25,763,3.2765399738,97.09556314
State,NA,Maine,All,2011-12,201223,NA,NA,14,222,6.3063063063,91.023626995
State,NA,Maryland,All,2011-12,201223,NA,NA,54,764,7.0680628272,91.05454944
State,NA,Massachusetts,All,2011-12,201223,NA,NA,69,988,6.983805668,97.339166607
State,NA,Michigan,All,2011-12,201223,NA,NA,110,1639,6.711409396,96.844147524
State,NA,Minnesota,All,2011-12,201223,NA,NA,41,724,5.6629834254,96.960305406
State,NA,Mississippi,All,2011-12,201223,NA,NA,30,553,5.424954792,99.663720481
State,NA,Missouri,All,2011-12,201223,NA,NA,65,1051,6.1845861085,98.788511749
State,NA,Montana,All,2011-12,201223,NA,NA,11,182,6.043956044,106.73887154
State,NA,Nebraska,All,2011-12,201223,NA,NA,19,289,6.5743944637,98.602577845
State,NA,Nevada,All,2011-12,201223,NA,NA,26,388,6.7010309278,102.11761859
State,NA,New Hampshire,All,2011-12,201223,NA,NA,8,203,3.9408866995,101.82967846
State,NA,New Jersey,All,2011-12,201223,NA,NA,82,1296,6.3271604938,97.093141743
State,NA,New Mexico,All,2011-12,201223,NA,NA,18,285,6.3157894737,92.24673537
State,NA,New York,All,2011-12,201223,NA,NA,146,1724,8.4686774942,94.529259146
State,NA,New York City,All,2011-12,201223,NA,NA,93,915,10.163934426,90.921031592
State,NA,North Carolina,All,2011-12,201223,NA,NA,112,1432,7.8212290503,94.768790744
State,NA,North Dakota,All,2011-12,201223,NA,NA,7,110,6.3636363636,96.725288053
State,NA,Ohio,All,2011-12,201223,NA,NA,131,2079,6.3011063011,98.879309874
State,NA,Oklahoma,All,2011-12,201223,NA,NA,50,693,7.215007215,98.866878751
State,NA,Oregon,All,2011-12,201223,NA,NA,33,587,5.6218057922,95.29398593
State,NA,Pennsylvania,All,2011-12,201223,NA,NA,132,2320,5.6896551724,95.936270634
State,NA,Rhode Island,All,2011-12,201223,NA,NA,10,155,6.4516129032,85.010927124
State,NA,South Carolina,All,2011-12,201223,NA,NA,54,771,7.0038910506,97.218209663
State,NA,South Dakota,All,2011-12,201223,NA,NA,15,149,10.067114094,108.89616935
State,NA,Tennessee,All,2011-12,201223,NA,NA,80,1144,6.993006993,99.93138971
State,NA,Texas,All,2011-12,201223,NA,NA,199,3144,6.3295165394,98.128279577
State,NA,Utah,All,2011-12,201223,NA,NA,19,305,6.2295081967,107.9009434
State,NA,Vermont,All,2011-12,201223,NA,NA,12,113,10.619469027,112.75806698
State,NA,Virginia,All,2011-12,201223,NA,NA,74,1184,6.25,103.44488222
State,NA,Washington,All,2011-12,201223,NA,NA,83,937,8.8580576307,100.01104159
State,NA,West Virginia,All,2011-12,201223,NA,NA,40,416,9.6153846154,100.67502411
State,NA,Wisconsin,All,2011-12,201223,NA,NA,50,905,5.5248618785,99.958950834
State,NA,Wyoming,All,2011-12,201223,NA,NA,5,88,5.6818181818,105.41582522
State,NA,Alabama,All,2011-12,201224,NA,NA,58,924,6.2770562771,100.12455161
State,NA,Alaska,All,2011-12,201224,NA,NA,1,70,1.4285714286,98.342125094
State,NA,Arizona,All,2011-12,201224,NA,NA,54,936,5.7692307692,103.52051799
State,NA,Arkansas,All,2011-12,201224,NA,NA,32,569,5.6239015817,101.3990168
State,NA,California,All,2011-12,201224,NA,NA,370,4428,8.3559168925,97.738259143
State,NA,Colorado,All,2011-12,201224,NA,NA,28,610,4.5901639344,99.888949538
State,NA,Connecticut,All,2011-12,201224,NA,NA,40,536,7.4626865672,96.669338567
State,NA,Delaware,All,2011-12,201224,NA,NA,12,148,8.1081081081,100.25694931
State,NA,District of Columbia,All,2011-12,201224,NA,NA,3,79,3.7974683544,86.470958272
State,NA,Florida,All,2011-12,201224,NA,NA,173,3401,5.0867391944,102.67413266
State,NA,Georgia,All,2011-12,201224,NA,NA,72,1293,5.5684454756,95.274299007
State,NA,Hawaii,All,2011-12,201224,NA,NA,24,226,10.619469027,119.95119471
State,NA,Idaho,All,2011-12,201224,NA,NA,11,212,5.1886792453,96.341824387
State,NA,Illinois,All,2011-12,201224,NA,NA,129,1883,6.8507700478,96.912565073
