geoid,region,age,week,year,season_start,flu,pneumonia,all_deaths
State,NA,All,50,2014,2014,NA,NA,1057
State,NA,All,50,2014,2014,NA,NA,1689
State,NA,All,50,2014,2014,NA,NA,118
State,NA,All,50,2014,2014,NA,NA,2429
State,NA,All,50,2014,2014,NA,NA,790
State,NA,All,50,2014,2014,NA,NA,685
State,NA,All,50,2014,2014,NA,NA,2635
State,NA,All,50,2014,2014,NA,NA,193
State,NA,All,50,2014,2014,NA,NA,906
State,NA,All,50,2014,2014,NA,NA,164
State,NA,All,50,2014,2014,NA,NA,1288
State,NA,All,50,2014,2014,NA,NA,3798
State,NA,All,50,2014,2014,NA,NA,359
State,NA,All,50,2014,2014,NA,NA,114
State,NA,All,50,2014,2014,NA,NA,1293
State,NA,All,50,2014,2014,NA,NA,1076
State,NA,All,50,2014,2014,NA,NA,440
State,NA,All,50,2014,2014,NA,NA,1002
State,NA,All,50,2014,2014,NA,NA,80
State,NA,All,51,2014,2014,NA,NA,1130
State,NA,All,51,2014,2014,NA,NA,90
State,NA,All,51,2014,2014,NA,NA,980
State,NA,All,51,2014,2014,NA,NA,631
State,NA,All,51,2014,2014,NA,NA,4873
State,NA,All,51,2014,2014,NA,NA,747
State,NA,All,51,2014,2014,NA,NA,643
State,NA,All,51,2014,2014,NA,NA,175
State,NA,All,51,2014,2014,NA,NA,97
State,NA,All,51,2014,2014,NA,NA,3942
State,NA,All,51,2014,2014,NA,NA,1706
State,NA,All,51,2014,2014,NA,NA,234
State,NA,All,51,2014,2014,NA,NA,237
State,NA,All,51,2014,2014,NA,NA,2444
State,NA,All,51,2014,2014,NA,NA,1302
State,NA,All,51,2014,2014,NA,NA,625
State,NA,All,51,2014,2014,NA,NA,521
State,NA,All,51,2014,2014,NA,NA,971
State,NA,All,51,2014,2014,NA,NA,907
State,NA,All,51,2014,2014,NA,NA,303
State,NA,All,51,2014,2014,NA,NA,1004
State,NA,All,51,2014,2014,NA,NA,1068
State,NA,All,51,2014,2014,NA,NA,2024
State,NA,All,51,2014,2014,NA,NA,909
State,NA,All,51,2014,2014,NA,NA,623
State,NA,All,51,2014,2014,NA,NA,1269
State,NA,All,51,2014,2014,NA,NA,167
State,NA,All,51,2014,2014,NA,NA,315
State,NA,All,51,2014,2014,NA,NA,460
State,NA,All,51,2014,2014,NA,NA,207
State,NA,All,51,2014,2014,NA,NA,1458
State,NA,All,51,2014,2014,NA,NA,341
State,NA,All,51,2014,2014,NA,NA,1990
State,NA,All,51,2014,2014,NA,NA,1065
State,NA,All,51,2014,2014,NA,NA,1740
State,NA,All,51,2014,2014,NA,NA,115
State,NA,All,51,2014,2014,NA,NA,2508
State,NA,All,51,2014,2014,NA,NA,771
State,NA,All,51,2014,2014,NA,NA,697
State,NA,All,51,2014,2014,NA,NA,2626
State,NA,All,51,2014,2014,NA,NA,226
State,NA,All,51,2014,2014,NA,NA,974
State,NA,All,51,2014,2014,NA,NA,163
State,NA,All,51,2014,2014,NA,NA,1367
State,NA,All,51,2014,2014,NA,NA,3746
State,NA,All,51,2014,2014,NA,NA,360
State,NA,All,51,2014,2014,NA,NA,100
State,NA,All,51,2014,2014,NA,NA,1281
State,NA,All,51,2014,2014,NA,NA,1078
State,NA,All,51,2014,2014,NA,NA,499
State,NA,All,51,2014,2014,NA,NA,1057
State,NA,All,51,2014,2014,NA,NA,89
State,NA,All,52,2014,2014,NA,NA,1079
State,NA,All,52,2014,2014,NA,NA,90
State,NA,All,52,2014,2014,NA,NA,1017
State,NA,All,52,2014,2014,NA,NA,624
State,NA,All,52,2014,2014,NA,NA,5220
State,NA,All,52,2014,2014,NA,NA,820
State,NA,All,52,2014,2014,NA,NA,585
State,NA,All,52,2014,2014,NA,NA,172
State,NA,All,52,2014,2014,NA,NA,99
State,NA,All,52,2014,2014,NA,NA,3959
State,NA,All,52,2014,2014,NA,NA,1723
State,NA,All,52,2014,2014,NA,NA,194
State,NA,All,52,2014,2014,NA,NA,246
State,NA,All,52,2014,2014,NA,NA,2450
State,NA,All,52,2014,2014,NA,NA,1421
State,NA,All,52,2014,2014,NA,NA,632
State,NA,All,52,2014,2014,NA,NA,528
State,NA,All,52,2014,2014,NA,NA,1030
State,NA,All,52,2014,2014,NA,NA,902
State,NA,All,52,2014,2014,NA,NA,254
State,NA,All,52,2014,2014,NA,NA,979
State,NA,All,52,2014,2014,NA,NA,1099
State,NA,All,52,2014,2014,NA,NA,2048
State,NA,All,52,2014,2014,NA,NA,925
State,NA,All,52,2014,2014,NA,NA,662
State,NA,All,52,2014,2014,NA,NA,1321
State,NA,All,52,2014,2014,NA,NA,191
State,NA,All,52,2014,2014,NA,NA,339
State,NA,All,52,2014,2014,NA,NA,457
State,NA,All,52,2014,2014,NA,NA,201
State,NA,All,52,2014,2014,NA,NA,1436
State,NA,All,52,2014,2014,NA,NA,347
State,NA,All,52,2014,2014,NA,NA,2075
State,NA,All,52,2014,2014,NA,NA,1023
State,NA,All,52,2014,2014,NA,NA,1915
State,NA,All,52,2014,2014,NA,NA,132
State,NA,All,52,2014,2014,NA,NA,2669
State,NA,All,52,2014,2014,NA,NA,791
State,NA,All,52,2014,2014,NA,NA,649
State,NA,All,52,2014,2014,NA,NA,2724
State,NA,All,52,2014,2014,NA,NA,230
State,NA,All,52,2014,2014,NA,NA,986
State,NA,All,52,2014,2014,NA,NA,159
State,NA,All,52,2014,2014,NA,NA,1448
State,NA,All,52,2014,2014,NA,NA,3902
State,NA,All,52,2014,2014,NA,NA,358
State,NA,All,52,2014,2014,NA,NA,105
State,NA,All,52,2014,2014,NA,NA,1334
State,NA,All,52,2014,2014,NA,NA,1077
State,NA,All,52,2014,2014,NA,NA,468
State,NA,All,52,2014,2014,NA,NA,1049
State,NA,All,52,2014,2014,NA,NA,92
State,NA,All,53,2014,2014,NA,NA,1126
State,NA,All,53,2014,2014,NA,NA,88
State,NA,All,53,2014,2014,NA,NA,1103
State,NA,All,53,2014,2014,NA,NA,646
State,NA,All,53,2014,2014,NA,NA,5374
State,NA,All,53,2014,2014,NA,NA,941
State,NA,All,53,2014,2014,NA,NA,613
State,NA,All,53,2014,2014,NA,NA,192
State,NA,All,53,2014,2014,NA,NA,122
State,NA,All,53,2014,2014,NA,NA,4061
State,NA,All,53,2014,2014,NA,NA,1783
State,NA,All,53,2014,2014,NA,NA,215
State,NA,All,53,2014,2014,NA,NA,266
State,NA,All,53,2014,2014,NA,NA,2501
State,NA,All,53,2014,2014,NA,NA,1454
State,NA,All,53,2014,2014,NA,NA,686
State,NA,All,53,2014,2014,NA,NA,579
State,NA,All,53,2014,2014,NA,NA,1144
State,NA,All,53,2014,2014,NA,NA,945
State,NA,All,53,2014,2014,NA,NA,294
State,NA,All,53,2014,2014,NA,NA,1093
State,NA,All,53,2014,2014,NA,NA,1152
State,NA,All,53,2014,2014,NA,NA,2148
State,NA,All,53,2014,2014,NA,NA,1017
State,NA,All,53,2014,2014,NA,NA,668
State,NA,All,53,2014,2014,NA,NA,1334
State,NA,All,53,2014,2014,NA,NA,203
State,NA,All,53,2014,2014,NA,NA,368
State,NA,All,53,2014,2014,NA,NA,436
State,NA,All,53,2014,2014,NA,NA,259
State,NA,All,53,2014,2014,NA,NA,1502
State,NA,All,53,2014,2014,NA,NA,401
State,NA,All,53,2014,2014,NA,NA,2186
State,NA,All,53,2014,2014,NA,NA,1146
State,NA,All,53,2014,2014,NA,NA,2040
State,NA,All,53,2014,2014,NA,NA,154
State,NA,All,53,2014,2014,NA,NA,2802
State,NA,All,53,2014,2014,NA,NA,828
State,NA,All,53,2014,2014,NA,NA,733
State,NA,All,53,2014,2014,NA,NA,2805
State,NA,All,53,2014,2014,NA,NA,214
State,NA,All,53,2014,2014,NA,NA,1047
State,NA,All,53,2014,2014,NA,NA,174
State,NA,All,53,2014,2014,NA,NA,1513
State,NA,All,53,2014,2014,NA,NA,4179
State,NA,All,53,2014,2014,NA,NA,362
State,NA,All,53,2014,2014,NA,NA,122
State,NA,All,53,2014,2014,NA,NA,1498
State,NA,All,53,2014,2014,NA,NA,1145
State,NA,All,53,2014,2014,NA,NA,510
State,NA,All,53,2014,2014,NA,NA,1170
State,NA,All,53,2014,2014,NA,NA,109
State,NA,All,01,2015,2014,NA,NA,1169
State,NA,All,01,2015,2014,NA,NA,84
State,NA,All,01,2015,2014,NA,NA,1115
State,NA,All,01,2015,2014,NA,NA,753
State,NA,All,01,2015,2014,NA,NA,5766
State,NA,All,01,2015,2014,NA,NA,877
State,NA,All,01,2015,2014,NA,NA,648
State,NA,All,01,2015,2014,NA,NA,233
State,NA,All,01,2015,2014,NA,NA,122
State,NA,All,01,2015,2014,NA,NA,4011
State,NA,All,01,2015,2014,NA,NA,1764
State,NA,All,01,2015,2014,NA,NA,263
State,NA,All,01,2015,2014,NA,NA,298
State,NA,All,01,2015,2014,NA,NA,2510
State,NA,All,01,2015,2014,NA,NA,1559
State,NA,All,01,2015,2014,NA,NA,738
State,NA,All,01,2015,2014,NA,NA,622
State,NA,All,01,2015,2014,NA,NA,1080
State,NA,All,01,2015,2014,NA,NA,982
State,NA,All,01,2015,2014,NA,NA,338
State,NA,All,01,2015,2014,NA,NA,1134
State,NA,All,01,2015,2014,NA,NA,1278
State,NA,All,01,2015,2014,NA,NA,2215
State,NA,All,01,2015,2014,NA,NA,994
State,NA,All,01,2015,2014,NA,NA,655
State,NA,All,01,2015,2014,NA,NA,1327
State,NA,All,01,2015,2014,NA,NA,236
State,NA,All,01,2015,2014,NA,NA,405
State,NA,All,01,2015,2014,NA,NA,517
State,NA,All,01,2015,2014,NA,NA,279
State,NA,All,01,2015,2014,NA,NA,1614
State,NA,All,01,2015,2014,NA,NA,374
State,NA,All,01,2015,2014,NA,NA,2272
State,NA,All,01,2015,2014,NA,NA,1286
State,NA,All,01,2015,2014,NA,NA,2082
State,NA,All,01,2015,2014,NA,NA,151
State,NA,All,01,2015,2014,NA,NA,2762
State,NA,All,01,2015,2014,NA,NA,854
State,NA,All,01,2015,2014,NA,NA,750
State,NA,All,01,2015,2014,NA,NA,3073
State,NA,All,01,2015,2014,NA,NA,209
State,NA,All,01,2015,2014,NA,NA,1074
State,NA,All,01,2015,2014,NA,NA,179
State,NA,All,01,2015,2014,NA,NA,1509
State,NA,All,01,2015,2014,NA,NA,4385
State,NA,All,01,2015,2014,NA,NA,447
State,NA,All,01,2015,2014,NA,NA,111
State,NA,All,01,2015,2014,NA,NA,1578
State,NA,All,01,2015,2014,NA,NA,1211
State,NA,All,01,2015,2014,NA,NA,541
State,NA,All,01,2015,2014,NA,NA,1221
State,NA,All,01,2015,2014,NA,NA,121
State,NA,All,02,2015,2014,NA,NA,1172
State,NA,All,02,2015,2014,NA,NA,80
State,NA,All,02,2015,2014,NA,NA,1163
State,NA,All,02,2015,2014,NA,NA,688
State,NA,All,02,2015,2014,NA,NA,5822
State,NA,All,02,2015,2014,NA,NA,810
State,NA,All,02,2015,2014,NA,NA,653
State,NA,All,02,2015,2014,NA,NA,206
State,NA,All,02,2015,2014,NA,NA,113
State,NA,All,02,2015,2014,NA,NA,3999
State,NA,All,02,2015,2014,NA,NA,1716
State,NA,All,02,2015,2014,NA,NA,253
State,NA,All,02,2015,2014,NA,NA,259
State,NA,All,02,2015,2014,NA,NA,2402
State,NA,All,02,2015,2014,NA,NA,1491
State,NA,All,02,2015,2014,NA,NA,684
State,NA,All,02,2015,2014,NA,NA,635
State,NA,All,02,2015,2014,NA,NA,1056
State,NA,All,02,2015,2014,NA,NA,1014
State,NA,All,02,2015,2014,NA,NA,314
State,NA,All,02,2015,2014,NA,NA,1085
State,NA,All,02,2015,2014,NA,NA,1319
State,NA,All,02,2015,2014,NA,NA,2155
State,NA,All,02,2015,2014,NA,NA,976
State,NA,All,02,2015,2014,NA,NA,693
State,NA,All,02,2015,2014,NA,NA,1301
State,NA,All,02,2015,2014,NA,NA,213
State,NA,All,02,2015,2014,NA,NA,367
State,NA,All,02,2015,2014,NA,NA,494
State,NA,All,02,2015,2014,NA,NA,272
State,NA,All,02,2015,2014,NA,NA,1718
State,NA,All,02,2015,2014,NA,NA,372
State,NA,All,02,2015,2014,NA,NA,2292
State,NA,All,02,2015,2014,NA,NA,1165
State,NA,All,02,2015,2014,NA,NA,2087
State,NA,All,02,2015,2014,NA,NA,158
State,NA,All,02,2015,2014,NA,NA,2827
State,NA,All,02,2015,2014,NA,NA,860
State,NA,All,02,2015,2014,NA,NA,739
State,NA,All,02,2015,2014,NA,NA,3166
State,NA,All,02,2015,2014,NA,NA,233
State,NA,All,02,2015,2014,NA,NA,1075
State,NA,All,02,2015,2014,NA,NA,172
State,NA,All,02,2015,2014,NA,NA,1482
State,NA,All,02,2015,2014,NA,NA,4374
State,NA,All,02,2015,2014,NA,NA,357
State,NA,All,02,2015,2014,NA,NA,118
State,NA,All,02,2015,2014,NA,NA,1586
State,NA,All,02,2015,2014,NA,NA,1177
State,NA,All,02,2015,2014,NA,NA,513
State,NA,All,02,2015,2014,NA,NA,1178
State,NA,All,02,2015,2014,NA,NA,115
State,NA,All,03,2015,2014,NA,NA,1072
State,NA,All,03,2015,2014,NA,NA,88
State,NA,All,03,2015,2014,NA,NA,1056
State,NA,All,03,2015,2014,NA,NA,695
State,NA,All,03,2015,2014,NA,NA,5559
State,NA,All,03,2015,2014,NA,NA,747
State,NA,All,03,2015,2014,NA,NA,693
State,NA,All,03,2015,2014,NA,NA,176
State,NA,All,03,2015,2014,NA,NA,105
State,NA,All,03,2015,2014,NA,NA,3971
State,NA,All,03,2015,2014,NA,NA,1626
State,NA,All,03,2015,2014,NA,NA,231
State,NA,All,03,2015,2014,NA,NA,256
State,NA,All,03,2015,2014,NA,NA,2338
State,NA,All,03,2015,2014,NA,NA,1414
State,NA,All,03,2015,2014,NA,NA,664
State,NA,All,03,2015,2014,NA,NA,576
State,NA,All,03,2015,2014,NA,NA,1066
State,NA,All,03,2015,2014,NA,NA,926
State,NA,All,03,2015,2014,NA,NA,295
State,NA,All,03,2015,2014,NA,NA,1081
State,NA,All,03,2015,2014,NA,NA,1334
State,NA,All,03,2015,2014,NA,NA,2070
State,NA,All,03,2015,2014,NA,NA,893
State,NA,All,03,2015,2014,NA,NA,602
State,NA,All,03,2015,2014,NA,NA,1301
State,NA,All,03,2015,2014,NA,NA,190
State,NA,All,03,2015,2014,NA,NA,360
State,NA,All,03,2015,2014,NA,NA,462
State,NA,All,03,2015,2014,NA,NA,273
State,NA,All,03,2015,2014,NA,NA,1700
State,NA,All,03,2015,2014,NA,NA,423
State,NA,All,03,2015,2014,NA,NA,2199
State,NA,All,03,2015,2014,NA,NA,1221
State,NA,All,03,2015,2014,NA,NA,1812
State,NA,All,03,2015,2014,NA,NA,149
State,NA,All,03,2015,2014,NA,NA,2599
State,NA,All,03,2015,2014,NA,NA,902
State,NA,All,03,2015,2014,NA,NA,745
State,NA,All,03,2015,2014,NA,NA,3080
State,NA,All,03,2015,2014,NA,NA,217
State,NA,All,03,2015,2014,NA,NA,990
State,NA,All,03,2015,2014,NA,NA,140
State,NA,All,03,2015,2014,NA,NA,1470
State,NA,All,03,2015,2014,NA,NA,4215
State,NA,All,03,2015,2014,NA,NA,296
State,NA,All,03,2015,2014,NA,NA,122
State,NA,All,03,2015,2014,NA,NA,1437
State,NA,All,03,2015,2014,NA,NA,1149
State,NA,All,03,2015,2014,NA,NA,492
State,NA,All,03,2015,2014,NA,NA,1085
State,NA,All,03,2015,2014,NA,NA,94
State,NA,All,04,2015,2014,NA,NA,1087
State,NA,All,04,2015,2014,NA,NA,86
State,NA,All,04,2015,2014,NA,NA,1252
State,NA,All,04,2015,2014,NA,NA,684
State,NA,All,04,2015,2014,NA,NA,5660
State,NA,All,04,2015,2014,NA,NA,774
State,NA,All,04,2015,2014,NA,NA,673
State,NA,All,04,2015,2014,NA,NA,198
State,NA,All,04,2015,2014,NA,NA,120
State,NA,All,04,2015,2014,NA,NA,3905
State,NA,All,04,2015,2014,NA,NA,1653
State,NA,All,04,2015,2014,NA,NA,226
State,NA,All,04,2015,2014,NA,NA,291
State,NA,All,04,2015,2014,NA,NA,2049
State,NA,All,04,2015,2014,NA,NA,1236
State,NA,All,04,2015,2014,NA,NA,605
State,NA,All,04,2015,2014,NA,NA,554
State,NA,All,04,2015,2014,NA,NA,944
State,NA,All,04,2015,2014,NA,NA,920
State,NA,All,04,2015,2014,NA,NA,323
State,NA,All,04,2015,2014,NA,NA,1043
State,NA,All,04,2015,2014,NA,NA,1391
State,NA,All,04,2015,2014,NA,NA,1909
State,NA,All,04,2015,2014,NA,NA,839
State,NA,All,04,2015,2014,NA,NA,650
State,NA,All,04,2015,2014,NA,NA,1282
State,NA,All,04,2015,2014,NA,NA,174
State,NA,All,04,2015,2014,NA,NA,385
State,NA,All,04,2015,2014,NA,NA,491
State,NA,All,04,2015,2014,NA,NA,276
State,NA,All,04,2015,2014,NA,NA,1672
State,NA,All,04,2015,2014,NA,NA,397
State,NA,All,04,2015,2014,NA,NA,2178
State,NA,All,04,2015,2014,NA,NA,1189
State,NA,All,04,2015,2014,NA,NA,1844
State,NA,All,04,2015,2014,NA,NA,122
State,NA,All,04,2015,2014,NA,NA,2475
State,NA,All,04,2015,2014,NA,NA,895
State,NA,All,04,2015,2014,NA,NA,770
State,NA,All,04,2015,2014,NA,NA,2870
State,NA,All,04,2015,2014,NA,NA,249
State,NA,All,04,2015,2014,NA,NA,934
State,NA,All,04,2015,2014,NA,NA,177
State,NA,All,04,2015,2014,NA,NA,1376
State,NA,All,04,2015,2014,NA,NA,3990
State,NA,All,04,2015,2014,NA,NA,340
State,NA,All,04,2015,2014,NA,NA,131
State,NA,All,04,2015,2014,NA,NA,1387
State,NA,All,04,2015,2014,NA,NA,1095
State,NA,All,04,2015,2014,NA,NA,442
State,NA,All,04,2015,2014,NA,NA,1019
State,NA,All,04,2015,2014,NA,NA,83
State,NA,All,05,2015,2014,NA,NA,1130
State,NA,All,05,2015,2014,NA,NA,91
State,NA,All,05,2015,2014,NA,NA,1114
State,NA,All,05,2015,2014,NA,NA,731
State,NA,All,05,2015,2014,NA,NA,5481
State,NA,All,05,2015,2014,NA,NA,734
State,NA,All,05,2015,2014,NA,NA,710
State,NA,All,05,2015,2014,NA,NA,174
State,NA,All,05,2015,2014,NA,NA,104
State,NA,All,05,2015,2014,NA,NA,4014
State,NA,All,05,2015,2014,NA,NA,1620
State,NA,All,05,2015,2014,NA,NA,258
State,NA,All,05,2015,2014,NA,NA,266
State,NA,All,05,2015,2014,NA,NA,2108
State,NA,All,05,2015,2014,NA,NA,1223
State,NA,All,05,2015,2014,NA,NA,587
State,NA,All,05,2015,2014,NA,NA,609
State,NA,All,05,2015,2014,NA,NA,995
State,NA,All,05,2015,2014,NA,NA,896
State,NA,All,05,2015,2014,NA,NA,351
State,NA,All,05,2015,2014,NA,NA,960
State,NA,All,05,2015,2014,NA,NA,1386
State,NA,All,05,2015,2014,NA,NA,1948
State,NA,All,05,2015,2014,NA,NA,850
State,NA,All,05,2015,2014,NA,NA,720
State,NA,All,05,2015,2014,NA,NA,1265
State,NA,All,05,2015,2014,NA,NA,179
State,NA,All,05,2015,2014,NA,NA,386
State,NA,All,05,2015,2014,NA,NA,455
State,NA,All,05,2015,2014,NA,NA,298
State,NA,All,05,2015,2014,NA,NA,1607
State,NA,All,05,2015,2014,NA,NA,367
State,NA,All,05,2015,2014,NA,NA,2226
State,NA,All,05,2015,2014,NA,NA,1200
State,NA,All,05,2015,2014,NA,NA,1903
State,NA,All,05,2015,2014,NA,NA,124
State,NA,All,05,2015,2014,NA,NA,2441
State,NA,All,05,2015,2014,NA,NA,860
State,NA,All,05,2015,2014,NA,NA,805
State,NA,All,05,2015,2014,NA,NA,2836
State,NA,All,05,2015,2014,NA,NA,212
State,NA,All,05,2015,2014,NA,NA,964
State,NA,All,05,2015,2014,NA,NA,136
State,NA,All,05,2015,2014,NA,NA,1391
State,NA,All,05,2015,2014,NA,NA,3932
State,NA,All,05,2015,2014,NA,NA,351
State,NA,All,05,2015,2014,NA,NA,136
State,NA,All,05,2015,2014,NA,NA,1443
State,NA,All,05,2015,2014,NA,NA,1131
State,NA,All,05,2015,2014,NA,NA,534
State,NA,All,05,2015,2014,NA,NA,1032
State,NA,All,05,2015,2014,NA,NA,100
State,NA,All,06,2015,2014,NA,NA,1102
State,NA,All,06,2015,2014,NA,NA,84
State,NA,All,06,2015,2014,NA,NA,1066
State,NA,All,06,2015,2014,NA,NA,674
State,NA,All,06,2015,2014,NA,NA,5540
State,NA,All,06,2015,2014,NA,NA,672
State,NA,All,06,2015,2014,NA,NA,659
State,NA,All,06,2015,2014,NA,NA,186
State,NA,All,06,2015,2014,NA,NA,114
State,NA,All,06,2015,2014,NA,NA,3937
State,NA,All,06,2015,2014,NA,NA,1637
State,NA,All,06,2015,2014,NA,NA,239
State,NA,All,06,2015,2014,NA,NA,230
State,NA,All,06,2015,2014,NA,NA,2009
State,NA,All,06,2015,2014,NA,NA,1264
State,NA,All,06,2015,2014,NA,NA,617
State,NA,All,06,2015,2014,NA,NA,543
State,NA,All,06,2015,2014,NA,NA,989
State,NA,All,06,2015,2014,NA,NA,935
State,NA,All,06,2015,2014,NA,NA,295
State,NA,All,06,2015,2014,NA,NA,973
State,NA,All,06,2015,2014,NA,NA,1340
State,NA,All,06,2015,2014,NA,NA,1922
State,NA,All,06,2015,2014,NA,NA,907
State,NA,All,06,2015,2014,NA,NA,693
State,NA,All,06,2015,2014,NA,NA,1211
State,NA,All,06,2015,2014,NA,NA,185
State,NA,All,06,2015,2014,NA,NA,339
State,NA,All,06,2015,2014,NA,NA,450
State,NA,All,06,2015,2014,NA,NA,288
State,NA,All,06,2015,2014,NA,NA,1600
State,NA,All,06,2015,2014,NA,NA,355
State,NA,All,06,2015,2014,NA,NA,2180
State,NA,All,06,2015,2014,NA,NA,1186
State,NA,All,06,2015,2014,NA,NA,1873
State,NA,All,06,2015,2014,NA,NA,115
State,NA,All,06,2015,2014,NA,NA,2424
State,NA,All,06,2015,2014,NA,NA,896
State,NA,All,06,2015,2014,NA,NA,772
State,NA,All,06,2015,2014,NA,NA,2956
State,NA,All,06,2015,2014,NA,NA,242
State,NA,All,06,2015,2014,NA,NA,989
State,NA,All,06,2015,2014,NA,NA,135
State,NA,All,06,2015,2014,NA,NA,1356
State,NA,All,06,2015,2014,NA,NA,3901
State,NA,All,06,2015,2014,NA,NA,355
State,NA,All,06,2015,2014,NA,NA,127
State,NA,All,06,2015,2014,NA,NA,1357
State,NA,All,06,2015,2014,NA,NA,1094
State,NA,All,06,2015,2014,NA,NA,491
State,NA,All,06,2015,2014,NA,NA,1057
State,NA,All,06,2015,2014,NA,NA,96
State,NA,All,07,2015,2014,NA,NA,1090
State,NA,All,07,2015,2014,NA,NA,78
State,NA,All,07,2015,2014,NA,NA,1084
State,NA,All,07,2015,2014,NA,NA,636
State,NA,All,07,2015,2014,NA,NA,5422
State,NA,All,07,2015,2014,NA,NA,712
State,NA,All,07,2015,2014,NA,NA,668
State,NA,All,07,2015,2014,NA,NA,204
State,NA,All,07,2015,2014,NA,NA,93
State,NA,All,07,2015,2014,NA,NA,4018
State,NA,All,07,2015,2014,NA,NA,1668
State,NA,All,07,2015,2014,NA,NA,218
State,NA,All,07,2015,2014,NA,NA,224
State,NA,All,07,2015,2014,NA,NA,2182
State,NA,All,07,2015,2014,NA,NA,1235
State,NA,All,07,2015,2014,NA,NA,576
State,NA,All,07,2015,2014,NA,NA,537
State,NA,All,07,2015,2014,NA,NA,967
State,NA,All,07,2015,2014,NA,NA,955
State,NA,All,07,2015,2014,NA,NA,319
State,NA,All,07,2015,2014,NA,NA,1034
State,NA,All,07,2015,2014,NA,NA,1286
State,NA,All,07,2015,2014,NA,NA,1956
State,NA,All,07,2015,2014,NA,NA,815
State,NA,All,07,2015,2014,NA,NA,668
State,NA,All,07,2015,2014,NA,NA,1317
State,NA,All,07,2015,2014,NA,NA,190
State,NA,All,07,2015,2014,NA,NA,351
State,NA,All,07,2015,2014,NA,NA,449
State,NA,All,07,2015,2014,NA,NA,249
State,NA,All,07,2015,2014,NA,NA,1591
State,NA,All,07,2015,2014,NA,NA,359
State,NA,All,07,2015,2014,NA,NA,2207
State,NA,All,07,2015,2014,NA,NA,1209
State,NA,All,07,2015,2014,NA,NA,1966
State,NA,All,07,2015,2014,NA,NA,132
State,NA,All,07,2015,2014,NA,NA,2474
State,NA,All,07,2015,2014,NA,NA,811
State,NA,All,07,2015,2014,NA,NA,713
State,NA,All,07,2015,2014,NA,NA,2868
State,NA,All,07,2015,2014,NA,NA,200
State,NA,All,07,2015,2014,NA,NA,1002
State,NA,All,07,2015,2014,NA,NA,180
State,NA,All,07,2015,2014,NA,NA,1392
State,NA,All,07,2015,2014,NA,NA,3775
State,NA,All,07,2015,2014,NA,NA,345
State,NA,All,07,2015,2014,NA,NA,124
State,NA,All,07,2015,2014,NA,NA,1420
State,NA,All,07,2015,2014,NA,NA,1078
State,NA,All,07,2015,2014,NA,NA,514
State,NA,All,07,2015,2014,NA,NA,1041
State,NA,All,07,2015,2014,NA,NA,76
State,NA,All,08,2015,2014,NA,NA,1126
State,NA,All,08,2015,2014,NA,NA,91
State,NA,All,08,2015,2014,NA,NA,1028
State,NA,All,08,2015,2014,NA,NA,713
State,NA,All,08,2015,2014,NA,NA,5180
State,NA,All,08,2015,2014,NA,NA,709
State,NA,All,08,2015,2014,NA,NA,661
State,NA,All,08,2015,2014,NA,NA,183
State,NA,All,08,2015,2014,NA,NA,101
State,NA,All,08,2015,2014,NA,NA,4089
State,NA,All,08,2015,2014,NA,NA,1717
State,NA,All,08,2015,2014,NA,NA,200
State,NA,All,08,2015,2014,NA,NA,274
State,NA,All,08,2015,2014,NA,NA,2188
State,NA,All,08,2015,2014,NA,NA,1296
State,NA,All,08,2015,2014,NA,NA,602
State,NA,All,08,2015,2014,NA,NA,527
State,NA,All,08,2015,2014,NA,NA,951
State,NA,All,08,2015,2014,NA,NA,918
State,NA,All,08,2015,2014,NA,NA,312
State,NA,All,08,2015,2014,NA,NA,981
State,NA,All,08,2015,2014,NA,NA,1217
State,NA,All,08,2015,2014,NA,NA,1887
State,NA,All,08,2015,2014,NA,NA,820
State,NA,All,08,2015,2014,NA,NA,662
State,NA,All,08,2015,2014,NA,NA,1259
State,NA,All,08,2015,2014,NA,NA,194
State,NA,All,08,2015,2014,NA,NA,333
State,NA,All,08,2015,2014,NA,NA,422
State,NA,All,08,2015,2014,NA,NA,257
State,NA,All,08,2015,2014,NA,NA,1580
State,NA,All,08,2015,2014,NA,NA,362
State,NA,All,08,2015,2014,NA,NA,2106
State,NA,All,08,2015,2014,NA,NA,1174
State,NA,All,08,2015,2014,NA,NA,1860
State,NA,All,08,2015,2014,NA,NA,120
State,NA,All,08,2015,2014,NA,NA,2489
State,NA,All,08,2015,2014,NA,NA,822
State,NA,All,08,2015,2014,NA,NA,682
State,NA,All,08,2015,2014,NA,NA,2921
State,NA,All,08,2015,2014,NA,NA,237
State,NA,All,08,2015,2014,NA,NA,1066
State,NA,All,08,2015,2014,NA,NA,160
State,NA,All,08,2015,2014,NA,NA,1483
State,NA,All,08,2015,2014,NA,NA,3883
State,NA,All,08,2015,2014,NA,NA,365
State,NA,All,08,2015,2014,NA,NA,119
State,NA,All,08,2015,2014,NA,NA,1382
State,NA,All,08,2015,2014,NA,NA,1034
State,NA,All,08,2015,2014,NA,NA,453
State,NA,All,08,2015,2014,NA,NA,1024
State,NA,All,08,2015,2014,NA,NA,113
State,NA,All,09,2015,2014,NA,NA,1225
State,NA,All,09,2015,2014,NA,NA,77
State,NA,All,09,2015,2014,NA,NA,1094
State,NA,All,09,2015,2014,NA,NA,692
State,NA,All,09,2015,2014,NA,NA,5401
